Ticker,Sector,LastClose,PreviousClose,Volume,LastPrice,ChangePct,LastUpdated,PriceSource,SMA_20,SMA_50,SMA_200,EMA_20,EMA_50,RSI_14,ATR_14,ATRPct_14,MACD_Hist,Z_20,Return_20,Return_60,ADV_20,Hi_252,Lo_252,PctFromHi_252,PctToLo_252
REE,Công nghiệp,62.7,62.6,58000.0,62.7,0.15974440894568342,2025-10-28 10:22:00,intraday,63.735,65.222,63.322984999999996,63.53006412978385,64.8280378104399,42.43228533531475,1.274597316500992,2.032850584531088,-0.07023249815395471,-0.6334378086542645,-4.274809160305337,-4.274809160305337,428620.0,71.2,49.654,-11.93820224719101,26.27381479840496
SAB,Hàng tiêu dùng thiết yếu,45.6,45.45,114500.0,45.6,0.3300330033003229,2025-10-28 10:21:00,intraday,45.3875,45.986999999999995,47.07408,45.40660915737196,45.93682461700106,50.62715386060862,0.5927894781281077,1.2999769257195344,0.07615213910956203,0.40563423746475397,0.8849557522123908,-4.9009384775808185,578730.0,53.116,39.039,-14.150161909782355,16.806270652424505
SBT,Hàng tiêu dùng thiết yếu,25.2,25.4,213900.0,25.25,-0.5905511811023612,2025-10-28 10:21:00,intraday,25.2025,24.666,19.035415,25.193410928766813,24.4854203013076,52.515151455648144,0.5171506171162235,2.052184988556442,-0.061553877367549026,-0.0027456412319985645,4.564315352697079,6.329113924050622,933230.0,27.6,10.682,-8.695652173913048,135.91087811271296
SCS,Công nghiệp,55.2,55.1,30600.0,55.2,0.1814882032667997,2025-10-28 10:20:00,intraday,57.455000000000005,59.435,63.498295,56.94275424090908,58.79535949209868,33.72244088206726,1.1353482012049134,2.0567902195741183,-0.11326126639642853,-0.9340963547147975,-10.967741935483865,-7.282988443966676,300815.0,81.099,49.518,-31.935042355639396,11.474615291409185
SHB,Tài chính,16.1,16.15,16196600.0,16.15,0.0,2025-10-28 10:22:00,intraday,17.240000000000002,17.566000000000003,12.56213,17.073554342197557,16.885374157629247,34.66815521807639,0.5975010369037053,3.711186564619287,-0.1951088831828726,-1.611948962938128,-4.733727810650867,4.552243652185228,98955915.0,19.45,7.72,-17.223650385604106,108.54922279792748
SJS,Bất động sản,60.5,61.8,32700.0,61.7,-0.16181229773462036,2025-10-28 10:22:00,intraday,66.53999999999999,68.668,47.478989999999996,66.37515266645269,66.09942766971335,34.45530459251931,3.0224223250345283,4.995739380222361,-0.6939119262567495,-2.52978417164188,-10.104011887072806,-20.394736842105267,86620.0,84.8,23.359,-28.655660377358483,159.0008133909842
SSB,Tài chính,17.7,17.55,762500.0,17.7,0.8547008547008517,2025-10-28 10:22:00,intraday,18.7625,19.774,19.19825,18.622186141940198,19.23027373109042,36.62106472113651,0.5951148275004994,3.3622306638446293,-0.09575073326513761,-1.5098206139419197,-8.290155440414516,-9.693877551020414,2754230.0,23.8,16.25,-25.630252100840345,8.923076923076923
SSI,Tài chính,35.25,34.8,8563200.0,35.3,1.4367816091954033,2025-10-28 10:22:00,intraday,39.11,38.97842,28.916555000000002,38.38529651378741,37.73558792686622,33.89483780940917,1.5617218138560252,4.430416493208582,-0.6953486982216582,-1.8025930586929928,-8.560311284046684,8.873583099113569,42522450.0,43.3,20.089,-18.59122401847575,75.46916222808504
STB,Tài chính,54.1,54.6,875300.0,54.1,-0.9157509157509125,2025-10-28 10:22:00,intraday,57.94500000000001,56.45,45.5615,56.73042382529576,55.756637793416004,38.124856491222054,1.794883027599854,3.3177135445468653,-0.7191577666711977,-1.587574382473335,-4.920913884007028,9.514170040485826,8384820.0,61.3,31.3,-11.745513866231638,72.84345047923321
SZC,Công nghiệp,30.0,30.0,114200.0,30.0,0.0,2025-10-28 10:20:00,intraday,32.11,33.66922,36.203205,31.682416736276966,33.20233277940314,32.18711676866022,0.9490294021871502,3.1634313406238337,-0.23268730094926315,-1.168498300473944,-11.373707533234867,-15.664005397503667,801305.0,45.874,26.922,-34.603479094912146,11.433028749721409
TCB,Tài chính,34.7,35.05,5058800.0,34.75,-0.8559201141226769,2025-10-28 10:22:00,intraday,38.622499999999995,38.2064,31.12281,37.87742951221342,37.58439818011068,31.475571874585484,1.1914663409854493,3.4336205792087875,-0.63703762941696,-2.0809619642708492,-8.322324966974893,4.45514750150513,19560475.0,42.0,21.627,-17.380952380952376,60.44758866232027
TCH,Công nghiệp,21.35,21.15,2039800.0,21.4,1.1820330969267046,2025-10-28 10:22:00,intraday,23.0625,22.228360000000002,17.704549999999998,22.6237021635259,22.12938889089412,43.37605130870986,1.0906973895275658,5.108652878349254,-0.37722000575620934,-1.1825618686956005,-3.6117381489841893,7.76297193620028,12012990.0,26.25,11.457,-18.666666666666664,86.34895696953828
TLG,Công nghiệp,53.0,53.0,19400.0,53.0,0.0,2025-10-28 10:11:00,intraday,53.160000000000004,53.256,54.116544999999995,53.005564062204584,53.181587358554104,49.355039905052124,1.0238953905669868,1.931878095409409,0.002824842103906877,-0.20944508556467226,0.5692599620493288,1.9230769230769162,124085.0,69.581,41.526,-23.829781118408768,27.630881857149724
TPB,Tài chính,17.7,17.55,1584000.0,17.7,0.8547008547008517,2025-10-28 10:22:00,intraday,18.8825,19.531,15.714545000000001,18.633044151724487,18.664134461715232,38.63887285493665,0.6736034140485457,3.8056690059239875,-0.18211804345969423,-1.4511444838082799,-6.10079575596818,12.73885350318471,18797165.0,22.8,10.347,-22.368421052631582,71.06407654392576
VCB,Tài chính,59.8,59.2,1012900.0,59.8,1.0135135135135087,2025-10-28 10:22:00,intraday,61.785199999999996,63.371719999999996,60.77029,61.29401228170459,62.11149015395382,38.251253997883445,1.264875330012447,2.11517613714456,-0.2771260867184884,-1.0486711174029406,-2.8495304935503896,0.055214415982063336,5386775.0,70.092,51.626,-14.683558751355363,15.833107349010177
VCG,Công nghiệp,25.45,25.4,1112300.0,25.4,0.0,2025-10-28 10:22:00,intraday,26.96,26.665,21.989445,26.53714493259332,26.358178884689842,38.31413751372126,0.9441440179221334,3.7097996774936486,-0.2813158648075317,-1.4396251910863056,-8.122743682310475,-3.598484848484851,11402470.0,29.1,15.191,-12.542955326460492,67.53340793891118
VCI,Tài chính,37.85,37.4,1041800.0,37.9,1.3368983957219305,2025-10-28 10:22:00,intraday,41.15,43.153999999999996,38.88963,40.38546126453512,41.848159325868544,34.136060830079415,1.6040565295684122,4.237930064909939,-0.4732969021773341,-1.208173224203613,-12.888377445339472,-14.848143982002249,9728265.0,49.45,30.727,-23.458038422649143,23.181566700296163
VCS,Bất động sản,46.9,47.3,5000.0,46.9,-0.8456659619450302,2025-10-28 10:15:00,intraday,47.35,48.726000000000006,50.321585,47.28421066354773,48.26027029501277,44.029641377107154,0.9771135120154818,2.0833976802035856,0.025343409487003754,-0.3994760151575792,-2.69709543568466,-4.674796747967491,78687.75,64.951,36.776,-27.791719911933612,27.528823145529667
VGC,Nguyên vật liệu,46.75,46.75,191600.0,46.75,0.0,2025-10-28 10:21:00,intraday,51.08,56.644000000000005,50.132749999999994,50.52484495579,53.51479159635792,31.72143866300189,1.9655157926755595,4.204311855990501,-0.38110305062451744,-1.117193968592983,-18.126094570928196,-16.962699822380102,1311555.0,69.0,36.5,-32.2463768115942,28.08219178082192
VHC,Hàng tiêu dùng thiết yếu,55.0,55.3,139400.0,55.0,-0.5424954792043302,2025-10-28 10:22:00,intraday,54.83,56.196000000000005,57.631215000000005,55.152278100966356,55.797751081935075,48.28375778717731,1.6405203442910972,2.982764262347449,0.10949847080190123,0.17144074212142502,-1.2567324955116699,2.1773054915657175,1010590.0,72.77,42.28,-24.41940360038477,30.085146641438023
VHM,Bất động sản,104.1,106.5,3067700.0,103.7,-2.6291079812206575,2025-10-28 10:22:00,intraday,111.81500000000001,105.456,73.066,110.80632689547586,105.17523890125427,43.09828286456247,5.633844051690275,5.411953940144357,-1.6341840321267975,-0.8638641184147458,1.0679611650485477,15.795328142380406,8068255.0,131.5,37.6,-20.836501901140693,176.86170212765956
VIB,Tài chính,18.5,18.45,1375300.0,18.5,0.27100271002711285,2025-10-28 10:22:00,intraday,19.54,20.576,17.733785,19.349521750967877,19.696926751815166,34.76158848793939,0.5290562980320429,2.859763773146178,-0.1222850879954841,-1.2950571173659557,-7.0351758793969825,-2.631578947368418,9522805.0,24.8,13.754,-25.403225806451612,34.506325432601436
VIC,Bất động sản,208.0,214.0,1188600.0,207.2,-3.1775700934579487,2025-10-28 10:22:00,intraday,196.4,161.186,95.70875,195.87510482876678,168.80402954041764,63.98174406068111,10.048052754967891,4.830794593734563,-0.6937015412754057,0.7044993287716909,18.925100057175513,100.0,4150685.0,226.5,39.7,-8.167770419426045,423.92947103274554
VIX,Tài chính,31.6,31.0,7520300.0,31.65,2.0967741935483897,2025-10-28 10:22:00,intraday,36.2025,36.181,19.39645,35.15694239764123,33.97376712401136,34.5081513997106,1.8482366910328647,5.848850288078686,-0.9253537589866706,-1.6793444402934126,-12.46537396121884,20.152091254752857,39037320.0,40.45,8.6,-21.878862793572317,267.4418604651163
VJC,Công nghiệp,187.5,175.3,1896600.0,187.4,6.90245293782088,2025-10-28 10:22:00,intraday,156.085,146.87,109.16300000000001,163.17952346517362,147.14461434104697,77.56274257817839,7.802987356042952,4.161593256556241,2.841859079546298,1.3753962617427045,44.67592592592593,57.56302521008403,2697535.0,187.5,77.1,0.0,143.19066147859925
VND,Tài chính,20.3,20.1,4045300.0,20.3,0.995024875621886,2025-10-28 10:22:00,intraday,22.395000000000003,23.23,17.49128,21.977179264632895,22.313651882282787,32.063920638001235,0.9766997597200955,4.811328865616233,-0.32977852627819704,-1.4932342054608068,-9.576837416481066,-8.558558558558548,28105215.0,27.35,10.906,-25.776965265082264,86.13607188703465
VNM,Hàng tiêu dùng thiết yếu,57.1,57.0,594100.0,57.3,0.5263157894736858,2025-10-28 10:22:00,intraday,58.69840000000001,58.552420000000005,56.257625,58.19605570221512,58.32694835255372,44.976378143029855,1.518800137297406,2.6598951616416917,-0.2761336950729385,-0.8835161179763955,-0.36990508096035324,-0.36990508096035324,4546135.0,63.234,47.359,-9.70047759116931,20.568424164361577
VPB,Tài chính,28.45,28.3,7799800.0,28.4,0.35335689045936647,2025-10-28 10:22:00,intraday,30.9,31.965,22.48133,30.56078730771206,30.187048883427916,37.95385298720261,1.2322574187889668,4.331309029135209,-0.40193480366568624,-1.6555565770787297,-8.520900321543412,10.27131782945736,35846525.0,38.9,14.749,-26.863753213367612,92.89443352091666
VPI,Bất động sản,54.8,54.1,836300.0,54.8,1.2939001848428777,2025-10-28 10:14:00,intraday,57.065,56.775999999999996,55.35875,56.6119158830481,56.26877772528026,43.076417132977085,1.719867277674338,3.138443937361931,-0.49062975276964904,-1.073614569143761,-2.8368794326241176,3.396226415094339,2028670.0,61.9,47.7,-11.47011308562197,14.884696016771471
VRE,Bất động sản,35.1,36.1,5831700.0,35.1,-2.7700831024930705,2025-10-28 10:22:00,intraday,37.985,33.297999999999995,25.2275,37.254925624225265,34.27304778282824,45.453406373404746,2.1775114160609284,6.203736228093812,-0.7378736080647399,-0.8224845811127589,9.345794392523366,23.37434094903339,16487305.0,45.2,16.1,-22.34513274336284,118.01242236024842
VSH,Dịch vụ tiện ích,43.85,44.0,1800.0,43.85,-0.3409090909090917,2025-10-28 10:12:00,intraday,45.332499999999996,46.21392000000001,48.462365,44.939748701835875,45.95416659303,40.66759777777535,0.897497434333305,2.0467444340554275,-0.14789027663741483,-0.9694527028929011,-6.503198294243062,-5.51401667779956,46810.0,53.204,42.6,-17.581384858281336,2.934272300469476
